"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"void thrust::THRUST_200805_400200_NS::hip_rocprim::__parallel_for::kernel<256u, thrust::THRUST_200805_400200_NS::hip_rocprim::__uninitialized_copy::functor<thrust::THRUST_200805_400200_NS::tuple<bool, long, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type>*, thrust::THRUST_200805_400200_NS::pointer<thrust::THRUST_200805_400200_NS::tuple<bool, long, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type>, thrust::THRUST_200805_400200_NS::hip_rocprim::tag, thrust::THRUST_200805_400200_NS::use_default, thrust::THRUST_200805_400200_NS::use_default> >, long, 1u>(thrust::THRUST_200805_400200_NS::hip_rocprim::__uninitialized_copy::functor<thrust::THRUST_200805_400200_NS::tuple<bool, long, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type>*, thrust::THRUST_200805_400200_NS::pointer<thrust::THRUST_200805_400200_NS::tuple<bool, long, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type>, thrust::THRUST_200805_400200_NS::hip_rocprim::tag, thrust::THRUST_200805_400200_NS::use_default, thrust::THRUST_200805_400200_NS::use_default> >, long, long)",56804,210288828,3702.007394,0.6481,1760,4961,384.040693
"void rocprim::ROCPRIM_400200_NS::detail::trampoline_kernel<rocprim::ROCPRIM_400200_NS::detail::wrapped_reduce_config<rocprim::ROCPRIM_400200_NS::default_config, thrust::THRUST_200805_400200_NS::tuple<bool, long, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type> >, (rocprim::ROCPRIM_400200_NS::detail::target_arch)910, rocprim::ROCPRIM_400200_NS::detail::reduce_impl<true, rocprim::ROCPRIM_400200_NS::default_config, thrust::THRUST_200805_400200_NS::tuple<bool, long, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type>*, thrust::THRUST_200805_400200_NS::tuple<bool, long, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type>*, thrust::THRUST_200805_400200_NS::tuple<bool, long, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type>, thrust::THRUST_200805_400200_NS::hip_rocprim::__find_if::functor<thrust::THRUST_200805_400200_NS::tuple<bool, long, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type> > >(void*, unsigned long&, thrust::THRUST_200805_400200_NS::tuple<bool, long, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type>*, thrust::THRUST_200805_400200_NS::tuple<bool, long, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type>*, thrust::THRUST_200805_400200_NS::tuple<bool, long, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type>, unsigned long, thrust::THRUST_200805_400200_NS::hip_rocprim::__find_if::functor<thrust::THRUST_200805_400200_NS::tuple<bool, long, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type> >, ihipStream_t*, bool)::{lambda(auto:1)#8}, rocprim::ROCPRIM_400200_NS::detail::default_config_selector>(rocprim::ROCPRIM_400200_NS::detail::reduce_impl<true, rocprim::ROCPRIM_400200_NS::default_config, thrust::THRUST_200805_400200_NS::tuple<bool, long, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type>*, thrust::THRUST_200805_400200_NS::tuple<bool, long, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type>*, thrust::THRUST_200805_400200_NS::tuple<bool, long, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type>, thrust::THRUST_200805_400200_NS::hip_rocprim::__find_if::functor<thrust::THRUST_200805_400200_NS::tuple<bool, long, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type> > >(void*, unsigned long&, thrust::THRUST_200805_400200_NS::tuple<bool, long, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type>*, thrust::THRUST_200805_400200_NS::tuple<bool, long, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type>*, thrust::THRUST_200805_400200_NS::tuple<bool, long, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type>, unsigned long, thrust::THRUST_200805_400200_NS::hip_rocprim::__find_if::functor<thrust::THRUST_200805_400200_NS::tuple<bool, long, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type, thrust::THRUST_200805_400200_NS::null_type> >, ihipStream_t*, bool)::{lambda(auto:1)#8})",17116,122183254,7138.540196,0.3766,3680,9440,517.783630
"chrono::fsi::sph::calcHashD(unsigned int*, unsigned int*, unsigned int const*, chrono::fsi::sph::Real4 const*, chrono::fsi::sph::Real4 const*, unsigned int, bool volatile*)",14000,98422145,7030.153214,0.3034,5440,59361,4466.704186
"chrono::fsi::sph::CalcRigidBceAcceleration_D(chrono::fsi::sph::Real3*, chrono::fsi::sph::Real3 const*, unsigned int const*, chrono::fsi::sph::Real4 const*, chrono::fsi::sph::Real3 const*, chrono::fsi::sph::Real3 const*, chrono::fsi::sph::Real3 const*, unsigned int const*)",14000,90045240,6431.802857,0.2775,5440,8320,424.222881
"chrono::fsi::sph::OriginalToSortedD(unsigned int*, unsigned int*, unsigned int)",14000,84020900,6001.492857,0.2590,3520,96962,10435.157895
"chrono::fsi::sph::findCellStartEndD(unsigned int*, unsigned int*, unsigned int*, unsigned int*, unsigned int)",14000,75961684,5425.834571,0.2341,4640,19521,1651.153769
"void thrust::THRUST_200805_400200_NS::hip_rocprim::__parallel_for::kernel<256u, thrust::THRUST_200805_400200_NS::hip_rocprim::__fill::functor<thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<float> >, float>, long, 1u>(thrust::THRUST_200805_400200_NS::hip_rocprim::__fill::functor<thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<float> >, float>, long, long)",28000,66858411,2387.800393,0.2061,1760,10080,876.250188
"void rocprim::ROCPRIM_400200_NS::detail::init_lookback_scan_state_kernel<rocprim::ROCPRIM_400200_NS::detail::lookback_scan_state<unsigned int, false, true>, rocprim::ROCPRIM_400200_NS::detail::block_id_wrapper<unsigned int, false> >(rocprim::ROCPRIM_400200_NS::detail::lookback_scan_state<unsigned int, false, true>, unsigned int, rocprim::ROCPRIM_400200_NS::detail::block_id_wrapper<unsigned int, false>, unsigned int, rocprim::ROCPRIM_400200_NS::detail::lookback_scan_state<unsigned int, false, true>::value_type*)",14000,65992834,4713.773857,0.2034,2400,7200,140.189835
"void rocprim::ROCPRIM_400200_NS::detail::init_lookback_scan_state_kernel<rocprim::ROCPRIM_400200_NS::detail::lookback_scan_state<int, false, true>, rocprim::ROCPRIM_400200_NS::detail::block_id_wrapper<unsigned int, false> >(rocprim::ROCPRIM_400200_NS::detail::lookback_scan_state<int, false, true>, unsigned int, rocprim::ROCPRIM_400200_NS::detail::block_id_wrapper<unsigned int, false>, unsigned int, rocprim::ROCPRIM_400200_NS::detail::lookback_scan_state<int, false, true>::value_type*)",14000,64500772,4607.198000,0.1988,2560,6560,99.910802
"void rocprim::ROCPRIM_400200_NS::detail::trampoline_kernel<rocprim::ROCPRIM_400200_NS::detail::wrapped_transform_config<rocprim::ROCPRIM_400200_NS::default_config, unsigned int, false>, (rocprim::ROCPRIM_400200_NS::detail::target_arch)910, rocprim::ROCPRIM_400200_NS::detail::transform_impl<false, rocprim::ROCPRIM_400200_NS::default_config, unsigned int*, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, rocprim::ROCPRIM_400200_NS::identity<unsigned int> >(unsigned int*, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned long, rocprim::ROCPRIM_400200_NS::identity<unsigned int>, ihipStream_t*, bool)::{lambda(auto:1)#1}, rocprim::ROCPRIM_400200_NS::detail::default_config_selector>(rocprim::ROCPRIM_400200_NS::detail::transform_impl<false, rocprim::ROCPRIM_400200_NS::default_config, unsigned int*, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, rocprim::ROCPRIM_400200_NS::identity<unsigned int> >(unsigned int*, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned long, rocprim::ROCPRIM_400200_NS::identity<unsigned int>, ihipStream_t*, bool)::{lambda(auto:1)#1})",19040,57546423,3022.396166,0.1774,2080,7200,661.770491
"chrono::fsi::sph::CalcRigidForces_D(chrono::fsi::sph::Real3*, chrono::fsi::sph::Real3*, unsigned int const*, unsigned int const*, chrono::fsi::sph::Real4 const*, chrono::fsi::sph::Real4 const*, unsigned int const*, chrono::fsi::sph::Real3 const*, unsigned int const*, unsigned int, float, unsigned int)",3500,34040595,9725.884286,0.1049,8800,10880,285.089482
"void thrust::THRUST_200805_400200_NS::hip_rocprim::__parallel_for::kernel<256u, thrust::THRUST_200805_400200_NS::hip_rocprim::__uninitialized_fill::functor<thrust::THRUST_200805_400200_NS::device_ptr<chrono::fsi::sph::Real3>, chrono::fsi::sph::Real3>, unsigned long, 1u>(thrust::THRUST_200805_400200_NS::hip_rocprim::__uninitialized_fill::functor<thrust::THRUST_200805_400200_NS::device_ptr<chrono::fsi::sph::Real3>, chrono::fsi::sph::Real3>, unsigned long, unsigned long)",11322,31222943,2757.723282,0.0962,1760,21920,597.182918
"void thrust::THRUST_200805_400200_NS::hip_rocprim::__parallel_for::kernel<256u, thrust::THRUST_200805_400200_NS::hip_rocprim::__uninitialized_fill::functor<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int>, unsigned int>, unsigned long, 1u>(thrust::THRUST_200805_400200_NS::hip_rocprim::__uninitialized_fill::functor<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int>, unsigned int>, unsigned long, unsigned long)",9896,23488944,2373.579628,0.0724,1600,220802,2240.531080
"chrono::fsi::sph::UpdateBodyMarkerState_D(chrono::fsi::sph::Real4*, chrono::fsi::sph::Real3*, chrono::fsi::sph::Real3 const*, unsigned int const*, chrono::fsi::sph::Real3 const*, chrono::fsi::sph::Real4 const*, chrono::fsi::sph::Real3 const*, chrono::fsi::sph::Real3 const*, unsigned int const*)",3500,23018193,6576.626571,0.0709,6080,8960,262.735670
"void rocprim::ROCPRIM_400200_NS::detail::trampoline_kernel<rocprim::ROCPRIM_400200_NS::detail::wrapped_radix_sort_onesweep_config<rocprim::ROCPRIM_400200_NS::default_config, unsigned int, unsigned int>, (rocprim::ROCPRIM_400200_NS::detail::target_arch)910, rocprim::ROCPRIM_400200_NS::detail::radix_sort_onesweep_iteration<rocprim::ROCPRIM_400200_NS::default_config, false, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int, rocprim::ROCPRIM_400200_NS::identity_decomposer, rocprim::ROCPRIM_400200_NS::detail::block_id_wrapper<unsigned int, false> >(thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, std::iterator_traits<thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> > >::value_type*, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, std::iterator_traits<thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> > >::value_type*, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int, unsigned int*, unsigned int*, rocprim::ROCPRIM_400200_NS::detail::onesweep_lookback_state*, bool, bool, rocprim::ROCPRIM_400200_NS::identity_decomposer, unsigned int, unsigned int, rocprim::ROCPRIM_400200_NS::detail::block_id_wrapper<unsigned int, false>, ihipStream_t*, bool)::{lambda(auto:1, auto:2, auto:3, auto:4)#1}::operator()<thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int*, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int*>(thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int*, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int*) const::{lambda(auto:1)#1}, rocprim::ROCPRIM_400200_NS::detail::radix_sort_onesweep_sort_config_selector>(rocprim::ROCPRIM_400200_NS::detail::radix_sort_onesweep_iteration<rocprim::ROCPRIM_400200_NS::default_config, false, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int, rocprim::ROCPRIM_400200_NS::identity_decomposer, rocprim::ROCPRIM_400200_NS::detail::block_id_wrapper<unsigned int, false> >(thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, std::iterator_traits<thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> > >::value_type*, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, std::iterator_traits<thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> > >::value_type*, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int, unsigned int*, unsigned int*, rocprim::ROCPRIM_400200_NS::detail::onesweep_lookback_state*, bool, bool, rocprim::ROCPRIM_400200_NS::identity_decomposer, unsigned int, unsigned int, rocprim::ROCPRIM_400200_NS::detail::block_id_wrapper<unsigned int, false>, ihipStream_t*, bool)::{lambda(auto:1, auto:2, auto:3, auto:4)#1}::operator()<thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int*, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int*>(thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int*, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int*) const::{lambda(auto:1)#1})",402,22604755,56230.733831,0.0697,46720,65120,6498.727195
"void rocprim::ROCPRIM_400200_NS::detail::trampoline_kernel<rocprim::ROCPRIM_400200_NS::detail::wrapped_radix_sort_onesweep_config<rocprim::ROCPRIM_400200_NS::default_config, unsigned int, unsigned int>, (rocprim::ROCPRIM_400200_NS::detail::target_arch)910, rocprim::ROCPRIM_400200_NS::detail::radix_sort_onesweep_iteration<rocprim::ROCPRIM_400200_NS::default_config, false, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int, rocprim::ROCPRIM_400200_NS::identity_decomposer, rocprim::ROCPRIM_400200_NS::detail::block_id_wrapper<unsigned int, false> >(thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, std::iterator_traits<thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> > >::value_type*, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, std::iterator_traits<thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> > >::value_type*, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int, unsigned int*, unsigned int*, rocprim::ROCPRIM_400200_NS::detail::onesweep_lookback_state*, bool, bool, rocprim::ROCPRIM_400200_NS::identity_decomposer, unsigned int, unsigned int, rocprim::ROCPRIM_400200_NS::detail::block_id_wrapper<unsigned int, false>, ihipStream_t*, bool)::{lambda(auto:1, auto:2, auto:3, auto:4)#1}::operator()<unsigned int*, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int*, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> > >(unsigned int*, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int*, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >) const::{lambda(auto:1)#1}, rocprim::ROCPRIM_400200_NS::detail::radix_sort_onesweep_sort_config_selector>(rocprim::ROCPRIM_400200_NS::detail::radix_sort_onesweep_iteration<rocprim::ROCPRIM_400200_NS::default_config, false, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int, rocprim::ROCPRIM_400200_NS::identity_decomposer, rocprim::ROCPRIM_400200_NS::detail::block_id_wrapper<unsigned int, false> >(thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, std::iterator_traits<thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> > >::value_type*, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, std::iterator_traits<thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> > >::value_type*, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int, unsigned int*, unsigned int*, rocprim::ROCPRIM_400200_NS::detail::onesweep_lookback_state*, bool, bool, rocprim::ROCPRIM_400200_NS::identity_decomposer, unsigned int, unsigned int, rocprim::ROCPRIM_400200_NS::detail::block_id_wrapper<unsigned int, false>, ihipStream_t*, bool)::{lambda(auto:1, auto:2, auto:3, auto:4)#1}::operator()<unsigned int*, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int*, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> > >(unsigned int*, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >, unsigned int*, thrust::THRUST_200805_400200_NS::detail::normal_iterator<thrust::THRUST_200805_400200_NS::device_ptr<unsigned int> >) const::{lambda(auto:1)#1})",402,22518691,56016.644279,0.0694,47841,67841,5117.139389
"void thrust::THRUST_200805_400200_NS::hip_rocprim::__parallel_for::kernel<256u, thrust::THRUST_200805_400200_NS::hip_rocprim::__uninitialized_fill::functor<thrust::THRUST_200805_400200_NS::device_ptr<chrono::fsi::sph::Real4>, chrono::fsi::sph::Real4>, unsigned long, 1u>(thrust::THRUST_200805_400200_NS::hip_rocprim::__uninitialized_fill::functor<thrust::THRUST_200805_400200_NS::device_ptr<chrono::fsi::sph::Real4>, chrono::fsi::sph::Real4>, unsigned long, unsigned long)",5144,14259398,2772.044712,0.0439,1760,26240,755.601012
